"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1101128014943",6,6,4,2,2,1,1,2,4,6,6,5,3,2,1,1,1,2,5,6
"1104002019145",3,5,6,5,4,3,2,1,1,3,3,6,6,6,5,2,2,1,1,2
"1104004003344",1,1,1,1,3,4,6,6,6,5,3,2,2,2,3,5,6,6,5,4
"1104005018114",2,2,3,3,4,5,3,2,2,2,2,2,2,4,6,6,4,3,2,2
"1104011005579",3,3,3,4,5,5,3,3,3,3,3,4,4,3,6,6,3,4,1,3
"1104015036571",6,5,2,1,1,1,1,2,2,3,4,3,5,4,6,5,5,5,5,6
"1104022010945",6,5,3,2,2,2,2,2,3,6,6,6,4,2,2,2,1,2,2,4
"1104023006711",3,5,6,6,5,3,2,1,1,2,2,4,6,6,5,2,1,1,1,2
"1104025036772",5,3,2,2,2,1,5,5,6,6,4,4,2,2,1,1,3,5,6,6
"1104025040238",6,6,6,4,2,1,1,1,2,3,6,6,6,4,2,1,1,1,2,4
"1104025047529",6,5,3,1,1,1,2,5,6,6,6,5,2,2,1,1,2,4,5,6
"1104026018894",2,2,2,2,2,3,6,6,4,3,2,2,2,3,2,2,6,6,3,2
"1104026061280",2,3,2,2,2,2,2,4,6,6,3,2,2,2,1,2,3,3,6,6
"1104027006693",3,5,6,6,5,3,2,1,1,2,3,5,6,6,6,3,2,1,1,1
"1104027007011",2,1,1,2,2,4,5,6,6,5,3,2,1,2,2,5,5,6,5,4
"1104027019468",1,1,2,3,6,6,6,5,3,1,1,1,2,4,5,6,6,4,3,1
"1104027058337",6,5,3,2,1,1,2,3,5,6,5,4,2,1,1,2,3,5,6,6
"1104027058836",6,6,5,4,2,2,1,2,2,4,6,6,4,4,2,2,1,2,3,4
"1104027084547",5,6,6,6,5,2,2,1,2,3,4,5,4,4,3,2,1,1,2,5
"1104028006704",2,1,2,3,6,6,6,5,3,2,2,1,2,3,5,6,6,3,1,1
"1104028010032",6,5,3,2,1,1,1,2,5,6,6,5,3,2,1,1,2,3,5,6
"1104028021246",2,5,6,4,2,2,2,2,2,2,3,6,6,4,2,2,2,2,2,2
"1104028034580",6,6,3,2,1,1,1,2,4,6,6,6,3,2,1,1,1,2,4,6
"1104029002036",2,4,4,5,6,6,3,2,1,3,2,2,5,6,6,5,3,3,2,1
"1104029057479",4,2,2,3,3,2,2,2,4,6,3,3,3,3,3,2,2,3,4,6
"1104030004948",4,4,3,5,6,6,5,5,2,2,3,2,1,2,1,3,3,4,5,5
"1104030014074",5,3,2,2,1,1,3,5,6,6,6,4,3,2,1,1,2,3,5,6
"1104030027822",1,1,2,4,6,6,5,3,2,1,1,1,3,4,6,6,5,2,2,1
"1104030070849",1,2,5,6,6,5,3,2,2,1,2,3,5,6,6,6,3,2,1,1
"1104031095564",1,1,1,3,5,6,6,6,3,1,1,1,1,2,5,6,6,6,3,2
"1104032012180",1,2,2,2,3,5,6,6,4,3,1,1,1,2,3,5,6,6,5,2
"1104032080068",2,2,3,4,6,6,6,3,2,2,2,2,2,2,3,4,3,2,2,2
"1104043084884",4,2,1,1,1,3,3,6,6,6,2,1,1,1,2,5,5,5,6,6
"1104044018480",1,3,3,3,4,3,2,5,2,2,2,3,4,6,6,6,5,4,2,1
"1104044041459",1,1,3,5,6,6,4,3,2,1,1,2,3,6,6,6,5,3,2,1
"1104044088784",2,4,5,5,6,5,5,2,1,1,1,3,4,6,6,6,2,3,1,2
"1104045040560",2,2,2,3,3,2,5,4,6,3,3,3,3,2,4,4,3,6,5,3
"1104046074937",2,1,1,2,2,2,2,3,4,6,6,6,6,5,5,4,3,3,3,2
"1104047036278",2,2,2,3,5,4,3,3,2,1,3,2,4,5,6,6,5,4,3,2
"1104049006221",3,2,2,1,2,3,4,6,6,4,4,3,1,1,3,3,5,6,6,6
"1104049021692",1,1,1,3,5,6,5,5,4,2,2,3,2,4,5,5,6,4,3,1
"1104050061091",2,2,2,2,3,4,4,3,2,2,2,2,2,3,6,6,6,3,3,2
"1104051041564",1,2,2,3,4,3,5,5,6,6,5,5,6,3,4,3,1,1,1,2
"1104053026886",1,1,1,2,3,6,6,6,4,2,2,1,1,2,3,6,6,6,4,2
"1104054002200",1,3,5,4,5,6,6,6,5,5,5,5,4,1,1,1,1,1,2,2
"1104054037321",1,1,2,3,6,6,6,5,2,1,1,1,1,3,5,6,6,4,2,1
"1104055045491",2,2,5,6,3,3,3,2,2,2,3,2,5,6,3,3,2,2,2,2
"1104057013286",2,2,3,3,3,4,5,6,6,6,6,6,5,3,3,1,1,1,1,2
"1104058050978",5,5,6,6,6,6,6,6,5,3,2,1,1,1,1,1,1,2,2,4
"1104059031881",3,1,2,1,2,4,6,6,5,4,3,2,1,1,2,4,6,6,5,6
"1104059043030",6,6,5,5,3,2,1,1,1,1,1,2,3,4,4,5,5,6,6,6
"1104070008397",3,3,2,3,2,1,2,2,2,2,4,4,3,4,5,5,5,5,5,6
"1104070011768",3,4,2,2,1,2,2,1,2,2,3,3,6,6,6,5,5,6,5,3
"1104072007623",2,3,3,3,2,3,2,3,4,6,3,3,2,3,3,3,3,2,4,6
"1104072015771",1,2,3,5,6,6,4,2,1,1,1,1,3,5,6,6,5,3,2,1
"1104075053491",2,2,3,4,4,4,5,6,6,6,6,6,5,4,3,1,1,2,1,1
"1104080070796",1,1,2,3,3,4,5,5,6,6,6,6,6,4,3,2,1,1,2,2
"1104082006625",5,6,5,6,6,6,5,4,2,2,2,1,2,1,2,2,2,3,3,3
"1104082031373",6,5,3,2,1,1,2,3,5,6,6,5,2,1,1,1,2,3,5,6
"1104082064210",1,3,3,5,6,6,4,4,2,1,2,2,3,5,6,5,4,3,1,1
"1104083024134",6,6,6,4,2,2,2,1,1,3,5,6,5,4,2,1,2,2,2,5
"1104083033183",6,6,6,6,5,4,2,2,1,1,1,1,1,2,2,3,3,5,6,6
"1104083035861",3,3,2,4,2,2,2,2,6,6,4,1,4,3,3,1,3,2,6,5
"1104083044608",5,6,6,5,2,2,1,1,1,3,5,6,6,5,3,2,1,1,2,3
"1104084061442",3,4,6,6,5,4,1,1,1,1,4,4,6,6,6,4,2,2,1,1
"1104085034122",1,2,3,6,6,6,4,3,1,1,1,2,4,5,6,6,4,2,1,1
"1104086041783",5,4,3,1,1,2,4,5,6,6,5,3,1,1,1,1,2,6,6,6
"1104087057211",3,4,5,4,4,3,2,2,2,2,2,5,6,6,3,2,2,2,2,3
"1104087071584",2,2,3,5,6,6,4,2,2,1,2,2,3,5,6,6,4,3,2,2
"1104089045232",2,3,2,4,6,6,5,4,3,1,2,2,2,3,4,4,3,3,4,3
"1104089065483",4,3,3,1,1,1,1,1,2,2,2,4,5,5,6,6,6,6,6,5
"1104089077357",1,2,4,6,6,6,5,3,2,1,1,2,3,5,6,6,4,2,1,1
"1104089097150",2,2,2,2,3,3,5,3,3,2,2,2,2,2,3,6,6,5,2,3
"1104090010166",2,2,2,3,6,6,5,3,2,2,2,2,2,3,4,5,3,3,3,2
"1104090021376",6,5,3,2,1,1,2,3,6,6,6,6,3,2,1,1,1,2,4,6
"1104090091662",3,2,2,1,2,2,3,6,6,5,3,2,1,1,2,2,4,6,6,6
"1104091013355",2,2,2,3,5,4,3,2,2,2,2,2,2,6,6,6,6,3,2,2
"1104091068127",4,6,6,6,4,2,1,1,1,2,4,6,6,5,3,2,1,1,2,2
"1104091076628",2,1,2,3,3,2,5,3,6,6,6,6,5,3,4,4,4,1,2,1
"1104091112250",1,1,4,5,6,6,4,2,2,1,1,3,5,6,6,6,4,3,1,1
"1104092090720",2,3,3,6,6,6,3,3,3,2,2,2,3,3,3,2,2,2,3,2
"1104112015877",3,4,4,4,3,2,2,2,2,2,5,6,6,6,4,2,2,2,2,2
"1104112045592",6,6,4,2,1,1,1,2,3,6,6,6,5,2,2,1,1,2,3,6
"1104112079137",6,6,4,3,2,1,1,3,4,6,6,5,4,2,1,1,2,2,3,5
"1104114031322",1,2,4,5,6,4,3,2,1,1,2,2,4,6,6,6,3,2,2,1
"1104114044847",5,6,6,2,3,2,2,1,3,4,5,6,6,4,3,2,1,2,4,4
"1104114047848",3,5,6,6,4,2,2,1,1,2,3,6,6,6,4,2,1,1,1,2
"1104114058676",2,3,4,6,6,6,5,4,2,1,1,1,2,3,4,5,4,2,2,1
"1104114060724",1,1,1,2,4,4,3,4,5,5,5,5,4,5,6,6,5,3,1,1
"1104114078732",2,3,6,6,3,2,2,2,2,2,2,4,6,6,3,2,2,2,2,3
"1104114083203",5,2,1,1,2,2,3,4,4,4,4,3,3,2,3,4,4,6,6,6
"1104115001003",2,2,2,3,6,6,4,3,2,2,1,2,2,4,6,6,6,4,2,2
"1104115032272",3,2,1,1,1,2,4,6,6,6,4,2,2,2,1,2,3,6,6,5
"1104115088513",2,4,6,6,6,5,4,2,1,1,2,3,4,6,6,5,3,3,1,1
"1104116008919",5,6,5,4,1,1,1,2,3,5,6,6,5,4,2,1,2,2,3,5
"1104117031480",4,2,1,1,1,2,3,6,6,6,4,2,2,2,1,2,3,6,6,5
"1104117066040",6,4,3,3,2,1,1,1,1,2,2,2,2,4,5,6,6,6,6,6
"1104119016678",5,6,4,2,1,1,2,4,5,5,6,5,3,2,1,1,1,4,6,6
"1104119052503",6,4,2,1,1,1,2,4,6,6,6,4,2,1,1,1,2,3,6,6
"1104120012862",3,5,6,6,6,4,3,1,1,1,3,5,6,6,5,3,2,1,1,1
"1104121045794",1,1,2,5,6,6,6,5,3,1,1,1,2,4,5,6,6,5,2,1
"1104123013997",6,6,4,2,2,1,1,3,3,5,6,6,5,2,1,1,2,2,4,5
"1104124038745",1,2,3,6,6,6,3,2,1,1,2,2,4,6,6,6,3,2,1,1
"1107003054724",3,3,2,5,5,5,3,2,5,6,6,2,1,2,5,5,3,1,2,5
"1107010000859",6,4,5,1,3,2,2,2,3,5,6,6,4,3,2,2,1,3,4,5
"1107010005800",1,1,1,2,3,6,6,6,5,3,2,1,1,3,3,5,6,6,4,3
"1107010050001",2,3,1,1,2,1,1,2,2,3,4,5,4,6,6,6,6,6,5,5
"1107013019895",1,1,2,3,4,6,6,6,2,2,2,1,1,2,5,6,6,5,2,2
"1107015049153",2,2,1,1,2,2,4,6,6,5,3,2,1,1,2,2,4,6,6,5
"1107016051804",1,2,3,6,6,6,3,2,1,1,1,2,3,6,6,6,4,2,2,1
"1107019002554",2,2,5,6,6,5,3,2,3,2,1,2,5,5,5,5,4,3,2,1
"1107021004376",1,1,2,2,4,6,6,6,3,2,2,1,2,2,4,6,6,5,2,2
"1107022049554",1,1,2,2,1,2,2,4,5,6,6,5,6,5,3,3,2,2,2,2
"1107023010682",1,3,5,5,5,5,5,6,6,6,5,5,4,4,2,2,1,1,1,1
"1107024034519",1,3,5,6,6,5,3,2,1,1,2,3,5,6,6,5,3,2,1,1
"1107024065370",4,4,6,6,6,5,6,6,4,3,2,3,2,2,2,1,1,4,2,1
"1107025029838",4,5,6,6,5,3,2,2,1,2,3,5,6,6,5,3,1,1,1,2
"1107025041322",6,6,5,3,3,2,1,1,1,2,2,2,3,3,4,6,6,4,4,6
"1107026019743",5,6,6,6,6,6,5,5,3,3,2,1,1,1,1,1,2,2,2,3
"1107026054400",3,2,2,3,3,5,6,6,3,3,2,2,2,2,3,3,4,3,3,3
"1107027035622",6,4,3,2,1,1,2,5,6,6,5,3,4,1,3,1,2,3,5,6
"1107027045513",6,4,2,1,1,2,2,4,6,6,6,4,2,1,1,1,2,3,5,6
"1107027053269",3,2,1,1,2,3,4,4,4,3,2,2,2,2,3,5,6,6,6,4
"1107029058353",6,6,6,6,6,6,4,4,3,1,1,1,2,2,2,2,3,5,5,4
"1107031059232",2,1,4,4,3,5,5,6,6,5,2,1,1,1,2,4,6,5,4,3
"1107043061856",2,2,1,1,2,5,6,6,5,2,2,1,2,2,3,4,6,6,5,4
"1107044005231",2,3,3,3,6,4,3,3,2,2,2,3,3,3,6,3,2,3,3,3
"1107045002467",4,4,6,6,5,3,2,1,1,1,2,4,6,6,5,3,2,2,1,2
"1107046067515",6,6,5,2,1,1,1,2,4,6,6,6,5,2,1,1,1,2,4,6
"1107047032179",4,3,2,1,1,1,1,1,1,3,3,4,5,5,6,6,6,6,6,6
"1107048002104",1,2,2,3,5,6,6,3,2,1,1,1,3,5,6,6,6,3,2,2
"1107048021074",6,6,6,4,2,1,1,2,4,5,6,6,5,3,2,1,1,1,2,5
"1107049040487",2,2,1,1,2,4,6,6,6,3,2,2,1,1,2,3,5,6,6,4
"1107050054781",2,2,1,1,3,3,5,6,6,3,2,2,1,1,2,3,6,6,6,4
"1107062023967",2,2,3,2,3,4,3,2,2,4,5,6,6,6,6,4,3,2,2,1
"1107065042058",2,1,1,1,1,2,1,2,3,3,4,5,5,6,6,6,6,6,5,3
"1107067010911",3,2,3,3,5,6,2,2,2,3,2,3,3,3,4,6,4,3,3,3
"1107067033810",1,1,1,2,3,3,4,5,5,6,6,6,6,6,5,4,2,1,1,1
"1107068046725",1,2,3,3,4,5,5,6,6,6,6,6,5,3,2,2,1,1,1,1
"1107069009767",2,1,1,2,3,4,6,6,6,4,3,2,1,1,2,4,5,6,6,4
"1107070034331",5,6,6,6,6,3,2,1,1,1,3,4,4,4,4,4,3,2,2,2
"1107071045508",3,5,5,5,6,5,6,5,5,4,2,1,2,2,1,1,1,3,5,4
"1107075011307",6,3,2,1,1,1,2,3,6,6,6,3,2,2,1,2,2,3,5,6
"1107079042257",3,2,4,3,4,3,5,4,5,5,6,6,4,6,1,1,2,2,2,3
"1107083009691",2,3,6,6,6,4,2,1,1,1,2,3,6,6,6,5,3,2,1,2
"1107084040858",6,5,4,2,1,1,1,2,3,6,6,6,4,2,2,1,2,2,4,6
"1107085053291",5,6,6,5,3,2,1,1,2,4,5,6,6,5,3,2,1,1,1,3
"1107085061340",6,5,3,2,1,1,1,2,5,6,6,6,3,2,1,1,1,2,4,6
"1107086023647",2,3,4,6,4,3,3,3,2,3,3,2,4,6,3,3,3,2,3,2
"1107086081294",3,6,6,6,4,2,1,1,1,2,4,6,6,6,4,2,1,1,1,2
"1107087089063",1,3,2,4,6,6,5,3,2,1,2,2,2,5,5,6,5,4,2,1
"1107088043423",4,4,6,6,6,4,2,2,1,3,2,6,6,5,5,3,1,2,2,2
"1107088067893",6,6,6,6,4,3,2,1,1,1,1,1,1,2,3,4,4,5,6,6
"1107088097637",3,3,2,2,2,1,1,5,5,6,5,3,3,3,1,3,4,5,5,6
"1107089067794",2,3,5,6,5,3,2,1,1,2,2,4,6,6,6,3,2,4,1,2
"1107090019111",3,5,6,4,3,3,2,1,2,3,4,5,6,6,4,2,2,2,2,3
"1107090058023",2,3,6,6,6,5,2,2,2,2,2,3,3,6,6,3,2,2,1,1
"1107090086358",3,6,6,5,3,1,1,1,3,3,4,6,6,6,5,2,2,1,1,2
"1107092007757",6,6,6,4,1,1,1,1,1,2,2,4,3,4,5,5,5,5,6,6
"1107093045417",3,4,4,5,5,5,5,5,5,5,5,5,6,5,1,1,1,1,1,2
"1107111074516",5,6,6,5,3,1,1,2,3,4,5,6,6,4,2,1,1,1,2,3
"1107112064686",3,2,1,1,1,2,3,6,6,6,4,2,2,1,1,2,3,5,6,6
"1107112070427",3,3,3,2,2,2,2,2,4,6,6,6,3,2,2,2,2,3,2,3
"1107113081553",4,3,3,3,2,2,2,2,4,6,6,6,3,2,2,2,2,2,3,4
"1107113096658",6,6,4,2,2,4,5,4,2,3,5,6,3,1,2,4,6,1,1,2
"1107114048132",4,6,6,5,3,2,1,1,2,3,6,6,6,5,3,2,1,1,2,3
"1107114055840",1,2,3,5,6,6,4,2,1,1,1,2,2,5,6,6,5,3,2,2
"1107117037056",5,6,5,3,2,1,1,1,2,1,2,2,2,3,4,4,5,6,6,6
"1107117040622",5,3,2,1,1,1,1,1,1,2,2,4,5,5,6,6,6,6,6,6
"1107118014570",3,6,6,4,3,3,2,2,2,3,3,2,4,3,2,2,3,3,3,3
"1107119012557",5,4,3,4,1,1,2,4,5,6,6,4,1,2,1,2,3,5,6,5
"1107120009094",4,4,5,6,5,3,2,1,1,2,3,5,6,6,5,4,3,1,1,2
"1107126005261",2,4,5,6,4,4,2,2,2,2,2,5,6,6,4,2,1,1,2,2
"1107127016890",4,2,2,1,2,1,1,1,2,2,3,5,5,5,6,6,6,6,6,6
"1109005029198",3,4,5,5,6,3,3,4,2,4,4,6,6,4,2,4,2,1,1,2
"1109007038422",2,1,2,1,2,2,4,4,5,5,5,6,6,6,5,5,4,3,1,2
"1109007042384",6,6,5,4,2,1,2,1,2,3,6,6,5,5,3,2,2,2,2,3
"1109007051865",5,6,6,6,5,5,4,2,2,1,1,1,1,2,3,3,4,4,4,6
"1109008050844",2,2,2,3,2,6,6,5,4,3,2,3,3,3,2,5,6,5,4,2
"1109011048575",5,5,5,6,6,2,1,1,1,1,2,2,3,3,4,5,5,5,5,6
"1109013032425",1,1,2,4,6,6,6,4,3,1,1,1,2,3,5,6,6,5,3,2
"1109013039246",6,6,4,3,2,1,2,2,3,5,6,6,4,2,1,1,1,2,3,6
"1109015005367",5,5,2,3,1,1,2,3,4,6,6,6,4,2,1,1,1,3,4,5
"1109015035614",6,5,4,3,2,1,1,2,5,4,6,6,5,2,1,1,2,3,4,6
"1109020001589",1,1,2,1,3,2,4,4,4,5,4,5,6,5,5,6,5,4,2,1
"1109020018576",2,3,5,6,6,5,4,2,1,1,2,3,5,5,6,5,3,2,1,1
"1109022001141",2,1,2,2,3,6,6,4,3,2,2,2,2,3,4,6,6,6,3,2
"1109022022229",4,2,2,1,1,2,3,5,6,6,5,3,2,1,1,1,3,5,6,6
"1109024017661",1,2,4,5,6,5,4,3,1,1,1,2,4,6,6,6,4,3,2,1
"1109025014428",6,6,3,2,2,1,2,2,3,6,6,4,2,2,1,1,2,3,4,6
"1109025015579",1,1,2,2,4,6,6,6,3,2,1,1,2,3,5,6,6,5,3,2
"1109025038225",5,6,5,5,6,5,5,4,4,1,1,1,2,2,2,2,3,3,4,5
"1109025053826",6,6,3,3,2,1,2,2,4,6,6,5,5,5,2,2,1,2,3,5
"1109025054648",1,2,5,6,6,6,4,2,1,1,1,3,4,5,6,5,4,3,1,1
"1109026047527",3,4,5,5,4,5,5,5,4,5,3,4,3,3,1,2,1,1,2,2
"1109026073185",2,2,3,4,4,4,3,2,2,2,1,2,3,5,6,6,6,2,2,2
"1109027048937",6,6,3,2,2,2,1,2,2,5,6,6,4,2,2,2,2,2,4,5
"1109027055563",5,3,2,1,1,2,2,5,6,5,5,3,2,2,2,2,4,5,6,6
"1109027071127",3,2,1,1,2,3,6,6,6,5,4,2,1,1,2,3,4,6,6,5
"1109027075389",4,6,6,6,4,2,2,1,1,2,3,5,6,6,6,3,2,1,1,2
"1109027081518",4,5,5,5,4,2,2,1,2,4,5,6,6,5,3,2,3,1,1,3
"1109028036070",2,1,2,3,2,5,6,4,3,2,2,1,2,2,3,6,6,6,5,2
"1109028062312",1,2,2,2,4,6,6,6,4,2,2,1,2,2,4,5,6,6,4,1
"1109028062525",3,2,2,3,2,3,2,4,6,6,6,3,3,2,3,3,1,3,3,4
"1109028089882",2,3,3,2,3,3,2,3,3,6,6,4,3,3,3,2,3,3,2,3
"1109029039607",6,6,6,5,2,1,1,1,2,5,6,6,6,5,3,1,1,1,2,4
"1109029047420",6,4,2,1,1,2,4,4,5,4,4,5,4,4,3,3,3,2,4,5
"1109029058519",1,1,2,4,6,6,5,2,2,2,2,2,2,4,6,6,5,3,2,2
"1109029071205",2,2,1,2,1,3,5,6,6,5,2,2,2,2,3,2,5,5,4,5
"1109029090403",2,5,6,6,5,3,2,1,1,2,3,5,6,6,5,3,2,1,1,2
"1109044006092",1,1,1,2,4,6,6,5,3,2,2,1,1,2,4,6,6,5,3,2
"1109045051657",2,5,5,4,3,2,2,2,2,3,4,6,6,5,3,2,2,2,2,2
"1109046016251",2,5,6,6,6,5,3,2,1,1,2,3,5,6,6,4,2,1,1,1
"1109048020573",2,3,4,6,6,5,3,2,1,1,1,3,5,6,6,5,3,2,1,2
"1109048033479",1,1,2,3,6,6,6,5,2,1,1,1,2,4,6,6,6,5,3,1
"1109051049599",1,1,2,3,5,6,5,4,2,2,1,2,2,3,6,6,6,4,3,2
"1109053004827",6,6,6,6,6,4,3,2,2,1,1,1,1,1,2,3,4,5,5,6
"1109053050748",5,3,2,2,1,2,2,6,4,3,4,2,4,4,2,3,3,6,6,3
"1109054043432",3,2,2,1,2,3,5,5,5,4,2,2,1,3,2,3,6,6,6,4
"1109055022417",1,1,2,3,5,6,6,5,3,2,1,1,2,3,5,6,6,4,2,1
"1109056005281",2,2,4,5,6,6,5,2,1,1,1,1,4,5,6,6,5,4,2,1
"1109060020783",2,3,6,6,3,2,3,3,3,3,3,3,4,6,3,3,3,2,3,2
"1109061045270",1,1,1,1,1,2,3,4,5,6,6,6,6,6,6,6,5,2,2,1
"1109066003963",2,1,1,2,2,3,6,6,6,4,2,1,1,1,2,4,6,6,5,3
"1109067012802",2,1,2,3,4,6,6,6,5,3,1,1,1,2,4,4,5,5,5,3
"1109070043749",3,4,6,5,5,6,6,6,5,5,4,2,1,1,1,1,2,2,2,3
"1109071034877",4,3,2,1,4,2,2,1,1,1,4,4,6,6,5,6,4,6,6,4
"1109073055215",3,3,3,3,3,6,6,4,2,2,3,2,2,2,2,5,4,3,3,2
"1109083005687",2,2,2,5,6,6,6,4,1,1,1,2,4,5,6,6,4,2,2,1
"1109083010252",6,4,3,3,3,2,1,1,2,6,6,4,2,2,2,3,2,3,2,6
"1109084040902",3,3,6,6,4,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2
"1109085013305",2,1,1,2,3,5,6,6,4,2,2,1,1,2,3,5,6,6,4,2
"1109085026589",6,6,5,3,2,1,1,1,2,4,6,6,6,5,2,1,1,2,2,4
"1109085033452",3,3,2,4,6,2,3,3,4,3,3,3,3,3,6,2,2,3,3,3
"1109085040603",6,6,5,3,2,1,1,1,3,4,6,6,5,3,2,1,1,2,5,6
"1109085055868",5,5,5,6,4,4,6,5,5,5,3,3,2,1,1,1,1,2,2,4
"1109085057028",4,3,2,2,2,4,5,6,6,5,3,1,1,1,2,4,4,5,5,4
"1109086041280",3,2,2,2,3,2,5,5,5,3,2,2,2,2,2,4,6,5,6,5
"1109086045884",5,6,6,6,3,2,1,1,1,2,4,6,6,4,3,2,2,2,2,3
"1109086079213",6,6,6,6,5,5,3,1,2,1,1,1,1,1,2,3,4,4,5,6
"1109086079902",2,2,2,2,2,3,6,5,2,3,2,2,3,2,2,5,6,6,4,2
"1109087017796",5,3,1,1,1,2,3,5,6,6,6,4,2,2,2,2,3,4,5,5
"1109088002710",3,3,5,3,2,1,2,4,3,5,6,6,6,4,3,1,1,2,4,3
"1109088030058",3,2,1,1,2,3,5,6,5,3,2,2,1,2,2,4,6,6,6,3
"1109088070608",5,4,6,2,3,2,1,1,2,1,2,4,4,5,3,5,5,5,4,6
"1109088089965",5,5,6,3,1,1,1,2,2,3,2,3,4,5,5,4,4,5,5,5
"1109089014605",1,1,1,2,3,5,5,5,4,3,2,1,2,3,5,6,6,6,4,2
"1109089033915",5,5,5,3,4,2,1,1,2,4,6,6,6,5,3,3,1,1,1,3
"1109089041080",2,5,5,6,6,3,3,1,3,1,1,2,5,6,6,5,3,3,2,2
"1109089056134",2,1,1,1,2,3,5,6,6,4,4,2,1,1,2,3,6,6,5,3
"1109089061013",4,5,6,5,4,2,3,3,2,2,3,4,5,5,3,2,2,2,2,5
"1109091113372",5,5,2,1,1,1,3,5,6,6,5,3,2,2,1,1,3,5,6,6
"1109092042508",2,2,1,2,3,4,6,6,6,3,2,1,1,2,3,4,6,6,4,3
"1109092045502",5,5,6,6,6,6,6,5,2,2,1,1,1,1,2,3,3,3,3,3
"1109092047982",6,4,4,2,1,1,2,3,5,6,6,5,3,2,2,2,2,2,4,6
"1109092076828",2,4,6,6,6,3,2,1,1,1,2,4,5,6,4,3,2,2,2,2
"1109112034195",2,3,4,6,6,5,2,2,1,1,2,3,5,6,6,5,3,2,1,1
"1109112116890",3,6,6,5,3,2,2,1,2,2,3,6,6,6,3,2,1,1,1,3
"1109113025652",6,6,3,3,2,2,2,2,2,4,4,3,3,2,1,2,2,3,3,6
"1109114034046",1,2,4,6,6,5,4,2,1,1,2,3,5,6,6,6,3,2,1,1
"1109114082482",2,4,5,6,6,5,3,1,1,1,2,4,6,6,6,4,3,3,1,1
"1109116046192",1,1,2,4,6,6,6,5,4,2,1,1,1,3,5,6,6,5,3,1
"1109116058392",6,5,2,1,1,1,1,4,6,6,6,6,3,1,1,1,2,3,5,6
"1109116080809",2,2,3,4,6,5,4,2,2,2,2,2,3,4,6,6,4,2,2,2
"1109116086026",2,1,1,1,2,2,5,6,6,3,3,2,1,1,2,5,6,6,6,4
"1109117022417",5,6,4,3,3,2,2,2,2,2,5,6,3,3,3,2,2,3,3,3
"1109118012129",4,6,6,5,3,2,2,1,2,3,6,5,6,5,3,2,1,2,2,3
"1109120027071",2,2,1,2,2,3,6,6,6,5,3,2,1,1,1,2,4,6,6,4
"1109121010291",3,2,1,1,2,3,6,5,6,6,2,1,2,2,2,3,5,6,5,4
"1109121016478",6,6,5,3,1,1,1,2,4,5,6,6,5,3,2,1,1,2,3,6
"1109124025792",5,3,2,1,1,2,2,3,6,6,5,3,2,2,1,3,2,5,6,6
"1109124028934",1,2,5,6,6,5,3,2,2,1,2,3,5,6,6,5,4,2,1,1
"1112003010385",2,1,2,2,4,6,6,6,4,2,2,1,2,1,3,4,6,6,4,3
"1112005024912",1,1,2,4,6,6,6,4,2,2,1,2,3,4,6,6,5,4,2,1
"1112014030140",5,2,3,1,1,2,3,5,6,6,4,2,2,2,2,3,3,5,5,6
"1112020025968",6,6,6,3,1,1,1,2,4,4,6,5,5,3,2,1,1,2,4,6
"1112021017466",5,6,6,6,4,2,1,1,1,2,5,6,6,5,3,1,1,1,2,3
"1112022038337",4,4,4,3,2,2,2,2,2,4,6,6,6,3,2,2,2,2,2,2
"1112027032294",3,3,3,3,3,2,5,4,6,4,3,3,4,2,2,3,4,4,5,5
"1112027035314",2,2,1,4,4,6,6,5,4,3,2,2,2,3,3,4,5,4,4,3
"1112027064247",3,3,2,2,2,2,5,5,4,4,2,2,1,2,3,2,6,6,5,4
"1112028028085",6,6,4,2,1,1,1,2,4,6,6,6,4,3,2,1,1,2,3,6
"1112029095980",2,3,3,2,3,3,3,5,4,3,2,2,2,3,6,6,2,2,3,3
"1112043008893",4,2,1,1,2,3,5,6,6,6,4,2,2,1,2,2,4,6,6,5
"1112043029044",6,4,2,1,1,1,2,3,5,6,6,4,2,2,2,2,2,3,6,6
"1112043065297",2,2,3,3,3,2,3,6,5,2,4,3,3,4,4,2,3,6,6,1
"1112043066793",6,6,4,2,2,1,1,1,3,5,6,6,5,2,1,1,2,2,3,5
"1112044039496",2,1,2,4,4,5,5,6,6,6,6,6,5,2,2,1,1,1,1,2
"1112044047830",4,6,6,3,2,3,3,2,2,2,4,5,6,3,3,3,2,2,2,2
"1112044048144",3,2,3,3,3,3,6,6,3,3,3,3,3,3,3,3,5,6,3,3
"1112044068268",6,6,6,5,3,2,2,1,2,4,5,6,6,5,3,1,1,2,2,5
"1112045066371",2,3,3,3,6,5,2,2,3,3,3,2,3,3,6,5,2,2,2,3
"1112046036805",3,2,3,3,5,6,3,3,2,3,3,2,3,2,5,6,3,3,2,2
"1112047016114",4,6,6,3,2,2,1,2,3,2,4,6,6,4,3,2,2,3,2,2
"1112047026793",2,2,3,6,6,6,6,4,2,2,2,2,2,1,5,5,3,2,2,1
"1112050038003",4,5,5,6,6,6,6,5,4,2,2,1,1,1,1,1,2,2,3,4
