"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1121087063298",5,6,6,6,3,2,2,1,1,3,5,6,6,5,3,2,1,1,1,3
"1121088011621",5,6,6,5,2,2,2,2,2,3,3,4,4,3,2,2,2,2,2,2
"1121089097895",2,2,1,1,1,4,5,6,6,5,3,2,1,1,2,4,6,6,6,5
"1121109074943",1,1,3,5,6,6,6,3,2,1,1,2,2,4,6,6,5,3,2,1
"1121110029498",1,2,4,5,6,6,6,3,1,1,1,2,4,6,6,6,4,3,2,1
"1121110064014",2,2,1,1,1,2,4,6,6,5,4,3,2,2,2,3,4,6,6,5
"1121110108958",6,6,6,5,5,3,3,3,2,2,1,1,1,1,2,3,4,5,6,6
"1121111008478",2,2,2,2,4,6,6,4,3,2,2,2,1,2,5,6,6,4,2,2
"1121111042409",6,5,3,2,1,1,2,3,5,6,6,5,3,2,1,1,2,3,4,6
"1121111053046",2,2,1,1,2,3,6,6,5,3,3,1,1,2,2,4,6,6,5,3
"1121111069035",3,4,3,5,6,6,6,6,6,6,3,2,2,2,1,1,1,2,2,2
"1121111086383",1,1,1,3,5,6,6,4,2,1,1,1,2,3,6,6,6,5,4,2
"1121113003505",1,1,2,4,4,6,6,5,2,1,1,1,2,3,6,6,6,5,3,2
"1121113006216",2,1,1,2,3,4,6,6,6,3,2,1,2,2,2,5,5,6,6,4
"1121113025786",2,3,4,5,6,4,3,2,2,2,2,3,5,6,6,5,3,2,1,1
"1121113035955",2,1,1,1,2,3,6,6,6,3,2,2,1,1,2,4,6,6,6,4
"1121113038158",1,2,3,5,6,6,4,2,1,1,2,2,2,3,5,6,4,4,2,2
"1121113047236",5,2,1,1,2,2,2,4,6,6,6,4,2,2,1,2,2,3,5,6
"1121114000930",5,4,4,2,2,1,2,2,4,6,6,6,4,2,1,1,2,3,4,6
"1121114005677",6,6,6,2,2,1,1,1,2,3,6,6,6,4,3,2,2,2,3,4
"1121114014300",2,4,6,6,6,4,2,1,1,1,2,3,5,6,6,3,2,2,1,1
"1121114054462",2,2,3,6,6,6,4,2,2,1,1,2,3,6,6,6,4,2,1,1
"1121115034187",2,1,2,2,3,4,3,3,6,6,6,5,5,5,5,3,3,2,1,1
"1121116024935",6,5,3,2,2,1,2,3,4,6,6,5,3,2,1,1,2,2,4,6
"1121116040805",4,6,2,2,2,2,2,2,3,2,4,6,5,3,3,3,2,3,3,3
"1121116049601",6,5,5,2,3,3,3,2,1,1,4,4,2,1,2,4,6,6,4,6
"1121116073003",2,1,1,1,1,1,1,2,3,4,5,6,6,6,6,6,5,5,4,4
"1121117033737",3,5,6,5,3,3,2,1,1,2,4,6,6,6,4,3,1,2,2,2
"1121118021037",1,2,2,3,4,6,6,6,4,2,1,3,3,2,3,4,5,5,3,1
"1121118061310",3,2,1,1,2,3,4,6,6,4,2,1,1,1,2,4,5,6,6,5
"1121121057776",5,2,1,1,1,2,3,4,6,6,5,3,3,1,2,3,3,6,6,6
"1123002012634",3,2,2,1,3,1,2,1,2,2,3,3,5,5,5,6,6,6,6,5
"1123002024645",2,1,1,2,4,6,6,6,6,3,2,1,1,2,2,4,5,6,4,2
"1123002040706",2,3,5,5,5,3,3,2,2,2,2,3,6,6,6,5,2,1,1,2
"1123003045453",3,5,6,6,6,3,1,1,1,2,4,5,6,6,5,2,1,1,1,2
"1123004004003",2,3,5,6,6,6,5,3,1,1,1,2,4,6,6,5,5,1,1,1
"1123004052841",4,3,1,1,1,2,5,6,6,6,4,3,2,2,1,2,4,6,6,5
"1123004059675",3,3,3,2,2,2,3,4,6,6,3,2,2,2,2,2,2,3,6,6
"1123004066236",6,6,4,3,2,2,3,2,3,6,6,6,3,3,3,2,2,1,2,4
"1123007055309",3,4,2,2,1,2,2,4,4,3,2,3,2,2,3,3,5,6,6,6
"1123009006784",6,6,5,4,2,1,1,2,4,5,6,6,5,3,1,1,1,2,3,5
"1123009057161",1,2,2,1,2,6,6,6,4,3,2,2,2,2,3,4,6,5,3,2
"1123010035532",6,5,2,2,1,1,2,3,6,6,6,5,2,2,1,1,2,3,6,6
"1123012001028",5,6,5,3,2,2,1,2,3,5,5,5,6,3,2,1,1,3,4,5
"1123012002569",1,1,1,2,4,6,6,6,5,3,1,1,1,2,4,5,6,6,5,5
"1123014012925",6,4,3,3,3,3,4,3,3,2,6,5,2,2,2,3,3,3,2,2
"1123014023537",1,1,1,4,6,6,6,5,3,2,1,1,3,4,4,6,6,5,2,2
"1123016007891",6,6,6,6,4,2,2,2,1,2,3,6,6,5,3,2,1,1,2,3
"1123016028277",4,4,3,3,2,2,2,3,3,3,6,6,3,2,2,2,2,2,3,2
"1123017017621",2,2,4,1,1,1,1,1,1,2,3,4,5,6,6,6,6,6,5,2
"1123017044271",6,6,4,2,2,1,1,2,4,5,6,6,4,3,2,1,1,2,4,5
"1123018016376",6,5,2,2,1,1,2,3,5,6,6,5,2,2,1,1,2,4,5,6
"1123018017290",1,2,4,5,6,6,5,3,2,2,4,2,2,3,5,6,5,4,3,1
"1123020057480",1,1,1,2,2,3,4,5,5,6,6,6,6,6,6,5,2,1,1,1
"1123021015330",1,1,1,2,4,5,6,6,4,3,1,1,1,2,4,6,6,6,5,3
"1123021060046",5,2,3,1,1,3,2,1,3,2,3,3,4,4,6,6,5,5,5,6
"1123022009590",2,4,4,5,6,6,2,1,2,2,2,2,3,5,6,5,3,2,2,2
"1123024063957",2,2,2,4,6,6,5,4,2,1,1,1,2,4,6,6,6,5,2,3
"1123024089763",3,1,1,1,2,3,3,4,4,4,2,2,1,2,2,3,6,6,6,6
"1123037004555",2,1,2,3,5,6,6,6,4,2,1,2,1,1,2,4,6,6,4,2
"1123037019103",6,6,3,2,1,2,2,3,5,6,6,6,3,2,1,1,2,2,4,6
"1123037027009",1,1,1,2,3,5,6,6,4,3,2,1,1,2,2,6,6,6,3,2
"1123037032805",2,3,6,6,6,3,3,1,1,1,2,3,6,6,6,4,2,1,1,1
"1123038009250",2,1,4,5,5,6,4,2,2,1,2,3,5,5,5,5,5,4,3,2
"1123038014687",6,6,6,4,2,1,1,2,3,4,6,6,6,3,2,1,1,1,2,5
"1123038089437",6,6,3,2,1,2,2,2,5,6,6,6,3,2,1,1,2,3,4,6
"1123040022005",1,1,2,4,5,6,5,4,2,2,1,2,3,5,6,6,6,3,2,1
"1123040024445",2,1,2,2,3,6,6,6,4,2,2,3,3,2,5,6,6,4,2,1
"1123041060753",3,5,6,6,5,3,2,1,1,1,3,5,6,6,6,3,2,1,1,1
"1123042004758",6,6,5,3,1,1,1,2,4,5,6,6,5,3,1,1,1,2,5,6
"1123042027541",6,6,4,2,1,1,1,2,3,5,6,6,5,3,1,1,1,2,4,6
"1123042039762",5,6,6,6,3,2,1,1,2,3,5,6,6,5,3,2,1,1,1,3
"1123043062550",5,4,3,2,4,2,3,3,4,5,5,5,3,2,2,2,3,4,5,5
"1123045052415",2,3,3,3,4,3,3,4,5,6,6,5,5,4,2,2,3,4,1,1
"1123047046483",1,2,3,5,6,6,5,3,2,1,1,2,3,5,6,6,5,2,2,1
"1123052033150",2,1,1,1,3,5,6,6,6,4,2,1,1,1,3,4,6,6,6,5
"1123052055933",2,3,5,5,3,3,3,2,2,2,2,3,6,6,3,3,2,2,2,3
"1123054038801",6,5,3,2,1,1,1,1,1,1,2,3,4,4,5,5,6,6,6,6
"1123057006599",3,3,2,1,1,5,6,4,3,2,2,2,2,2,3,6,6,4,3,3
"1123059039666",6,6,4,2,1,1,1,2,4,6,6,6,4,2,1,1,1,2,4,6
"1123068046540",5,4,5,3,2,2,1,1,4,5,6,6,6,4,3,2,1,1,2,4
"1123068046977",6,6,6,5,3,2,1,1,2,3,5,6,6,5,3,2,1,1,2,4
"1123072014048",5,6,6,6,6,6,4,2,1,1,1,1,2,2,3,3,4,5,5,5
"1123072048938",3,2,1,1,2,2,4,6,6,6,4,2,1,1,1,2,4,6,6,5
"1123075008743",5,4,6,6,6,4,6,5,4,3,3,2,2,2,2,1,2,1,2,4
"1123075018161",4,5,5,5,3,1,1,1,2,3,5,6,6,6,4,2,1,1,1,2
"1123075047693",2,1,2,1,2,3,3,4,5,5,5,6,5,6,5,5,4,2,2,2
"1123076030916",6,6,4,2,2,1,1,1,3,5,6,5,3,2,1,1,1,2,5,6
"1123078052294",1,3,3,6,6,5,3,4,4,2,2,1,2,4,5,5,4,3,3,1
"1123080011202",6,6,6,6,6,6,5,4,3,2,1,1,1,1,1,1,2,4,4,5
"1123081019634",2,2,1,1,2,3,6,6,6,4,2,2,1,1,2,3,5,6,6,4
"1123083002475",6,4,2,2,1,2,2,4,6,6,5,4,3,1,1,1,2,4,6,6
"1123084003019",1,2,3,4,5,5,4,2,1,2,2,2,4,6,6,6,5,3,1,1
"1123084048458",6,6,6,4,2,1,1,1,2,4,6,6,6,3,2,2,1,2,3,4
"1123086007673",2,1,2,2,3,6,6,6,5,2,2,2,2,3,2,4,6,5,5,3
"1123086039282",3,2,2,2,2,2,4,6,6,6,4,2,2,1,1,2,3,5,6,5
"1123087043659",5,5,6,3,1,1,1,2,4,5,6,6,5,3,3,1,1,2,4,5
"1123087087744",4,2,1,1,1,1,1,1,2,2,4,4,5,6,6,6,6,6,6,6
"1123088073245",2,3,4,5,6,6,6,6,6,5,5,6,2,1,1,1,1,1,2,2
"1123088083873",5,1,1,1,1,1,2,2,3,3,4,5,5,5,5,5,6,6,6,6
"1123110027438",1,1,2,2,3,3,4,5,6,6,6,6,6,6,5,4,2,1,1,1
"1123110052444",1,1,2,3,3,3,4,5,6,6,6,6,6,5,3,3,1,1,1,1
"1123110074247",3,2,2,6,3,5,6,6,5,4,2,2,2,2,3,3,4,4,3,3
"1123112014816",6,6,4,3,2,2,2,2,2,5,6,6,4,3,2,1,1,2,2,4
"1123112066751",1,1,1,1,2,3,2,2,4,5,5,6,6,6,6,6,5,4,2,2
"1123113059704",6,4,4,2,2,1,2,2,3,6,6,4,3,3,2,2,1,3,5,4
"1123114048802",1,2,4,6,6,6,4,3,1,1,2,2,4,6,6,6,4,2,1,1
"1123116037750",6,4,3,1,1,1,3,5,6,6,6,5,3,1,1,1,1,5,5,6
"1123116043878",6,6,6,6,6,5,4,2,1,2,1,1,1,1,2,3,3,4,5,5
"1126002057899",5,2,2,1,1,2,3,6,6,6,5,2,2,1,1,2,3,5,6,6
"1126003018557",5,6,6,5,2,2,1,1,1,4,5,6,6,5,4,2,1,1,2,3
"1126003065714",6,6,5,2,1,1,1,3,4,5,5,6,4,3,1,2,2,2,3,6
"1126004053069",6,4,2,2,1,1,2,4,6,6,5,3,2,1,1,1,3,4,6,6
"1126006006394",1,2,2,4,6,6,6,3,2,1,1,1,2,3,6,6,5,3,2,1
"1126007048478",3,2,1,1,1,2,4,6,6,5,3,2,1,1,1,2,4,6,6,6
"1126008009293",2,3,2,2,3,5,6,2,3,2,2,2,2,3,3,6,6,4,3,2
"1126012060920",4,6,5,4,4,5,2,1,2,4,5,4,6,5,4,3,1,1,2,3
"1126013024952",6,4,2,1,1,1,2,3,5,5,3,2,1,1,2,4,5,6,6,6
"1126013065580",3,2,2,2,2,3,3,4,6,6,3,2,2,2,3,3,3,3,6,5
"1126015037232",2,4,5,6,6,4,2,2,1,2,2,4,6,6,6,5,2,1,1,1
"1126015065120",6,6,4,3,2,2,2,1,2,4,6,5,3,3,1,3,2,3,4,5
"1126016006118",3,6,6,6,3,2,1,1,2,2,4,6,6,5,4,2,1,2,1,2
"1126016045143",6,5,3,2,1,1,1,2,5,6,6,6,3,2,1,1,2,2,4,6
"1126017050955",2,2,2,2,3,4,6,5,5,5,2,2,2,2,3,4,5,5,5,3
"1126018034084",1,1,2,3,5,6,6,4,1,1,1,1,5,5,6,6,6,4,3,1
"1126019028305",3,6,6,5,2,2,2,2,2,2,3,6,6,5,3,3,2,2,2,2
"1126019070885",3,2,2,2,2,3,4,6,6,5,3,5,2,2,2,3,4,4,4,4
"1126019074933",6,6,4,2,2,1,2,2,3,4,5,5,3,2,2,1,2,2,3,6
"1126019080464",3,2,2,1,2,4,6,6,4,4,2,1,1,1,3,4,6,6,6,5
"1126020087839",6,6,5,3,3,2,1,2,2,3,5,5,5,3,2,1,2,3,6,4
"1126021044801",5,3,3,2,2,1,2,5,6,5,5,3,4,1,1,2,4,6,4,5
"1126023069460",5,3,2,1,1,2,3,5,6,6,5,2,2,1,1,2,4,5,6,6
"1126036001533",3,2,2,1,1,2,5,6,5,6,6,2,2,1,1,2,4,6,6,6
"1126036061908",2,3,3,3,4,6,6,3,2,2,2,2,3,3,3,6,5,2,3,3
"1126037019910",6,4,3,2,2,2,2,2,3,6,6,5,2,2,2,2,2,2,2,5
"1126038042098",2,2,1,1,1,1,2,1,2,3,6,6,5,6,5,6,5,6,5,5
"1126038042515",2,2,3,2,2,3,6,6,3,2,2,2,2,2,2,2,6,6,2,2
"1126039050923",3,2,3,3,3,2,2,2,4,6,3,3,3,3,3,3,2,2,3,6
"1126041005665",1,6,4,3,4,6,6,3,1,2,3,3,4,4,4,6,5,3,3,1
"1126042004579",5,5,3,1,1,1,2,1,1,3,2,3,4,4,4,5,6,6,6,6
"1126042043941",2,3,4,6,6,6,5,3,2,1,1,1,2,4,5,5,3,2,2,2
"1126043062048",2,3,5,6,4,3,2,2,2,2,3,3,6,6,6,4,2,1,2,2
"1126044001122",1,1,2,5,6,6,6,3,2,1,1,2,3,4,5,6,5,3,1,3
"1126044009455",1,1,1,3,5,6,6,5,3,1,1,1,2,3,5,6,6,5,3,2
"1126048043806",1,2,2,3,4,5,6,6,6,6,6,6,5,5,3,2,1,1,1,1
"1126051046669",6,4,3,3,2,2,3,3,3,5,6,4,3,3,3,3,2,3,2,6
"1126054051411",2,3,5,6,6,5,4,2,1,1,2,3,5,6,6,5,3,2,1,1
"1126059046551",6,6,6,5,6,4,4,2,2,1,2,2,2,2,1,1,3,2,6,6
"1126060031894",6,6,6,6,6,6,5,3,1,1,1,1,1,1,2,2,3,4,5,5
"1126065043884",6,6,6,5,4,3,3,1,1,2,1,1,1,1,2,3,5,6,6,6
"1126066010499",1,2,2,4,6,6,5,3,1,1,1,1,2,4,6,6,5,4,2,1
"1126071042944",4,5,4,3,2,1,2,2,2,3,6,6,6,3,2,2,2,2,2,3
"1126074033571",5,6,6,6,6,6,6,4,3,2,1,1,1,1,1,2,3,3,4,4
"1126075008153",1,2,3,6,6,6,5,2,1,1,1,2,4,6,6,6,4,2,1,1
"1126075008347",5,3,2,1,2,1,1,2,3,3,2,3,4,5,5,4,4,6,6,6
"1126077022614",1,1,2,2,4,6,6,6,4,3,1,1,1,2,4,5,6,6,4,2
"1126079072931",5,3,2,1,1,2,3,4,6,6,5,3,2,2,2,1,2,4,5,6
"1126081052923",5,4,2,3,2,3,2,4,5,5,4,4,1,2,2,3,3,5,3,5
"1126082033340",5,5,6,6,6,3,5,3,1,1,1,1,2,2,3,2,4,5,4,6
"1126083026899",2,5,1,4,4,2,5,6,3,3,4,5,3,5,5,4,4,3,1,1
"1126083057752",2,1,1,2,4,6,6,6,5,2,1,1,1,2,4,5,5,6,5,3
"1126084009732",6,6,4,3,2,1,1,1,3,6,6,5,3,2,2,1,2,3,4,6
"1126084010313",5,6,6,5,3,2,1,1,2,3,5,6,6,5,3,1,1,1,2,3
"1126085049679",5,5,5,6,4,1,1,1,1,1,2,2,3,4,4,5,5,6,6,6
"1126088026004",4,4,5,5,5,5,5,5,6,6,6,4,1,1,1,1,1,2,2,3
"1126109033012",2,2,1,2,3,2,4,6,6,4,2,1,2,2,2,2,4,6,6,5
"1126109039493",5,3,2,2,1,2,3,5,6,6,5,3,1,1,2,4,2,4,6,6
"1126109080758",3,1,1,1,2,5,4,6,4,3,1,2,2,5,5,6,6,6,5,3
"1126111001768",6,6,5,4,2,1,1,1,2,5,6,6,6,3,2,1,1,1,3,4
"1126111040999",5,3,2,1,1,1,2,4,6,5,4,2,2,2,2,3,5,6,6,6
"1126111075696",6,6,3,2,1,1,2,1,4,5,6,6,5,2,2,1,2,3,3,6
"1126112006563",2,5,6,6,6,5,4,1,1,1,1,3,5,6,6,6,3,3,2,1
"1126112072279",3,2,1,1,2,3,5,6,6,6,5,3,2,1,1,2,3,5,6,4
"1126114053536",1,1,1,3,5,6,6,4,2,2,1,2,2,3,5,6,6,5,2,1
"1126116071074",5,4,3,1,1,2,2,4,6,6,5,3,2,2,2,1,3,4,6,6
"1129004050656",5,3,2,1,1,2,3,6,5,5,6,4,3,2,2,2,2,4,6,5
"1129004059623",4,6,6,6,3,3,2,2,2,3,4,6,6,6,5,2,1,1,1,2
"1129005055914",6,6,6,6,6,5,3,2,1,1,1,1,1,1,2,3,4,4,5,6
"1129005069538",3,3,6,6,6,3,3,2,2,2,2,2,3,4,3,2,2,2,2,2
"1129006017443",2,2,4,6,6,6,6,4,2,2,1,1,3,4,5,5,3,1,2,2
"1129008055725",5,5,2,1,1,2,2,4,6,6,5,5,3,1,1,2,3,4,5,6
"1129009009935",NA,3,3,3,3,3,2,3,4,6,6,3,3,2,2,2,3,2,5,6
"1129009024466",2,3,6,6,3,2,2,3,2,2,2,2,4,6,3,2,2,2,2,3
"1129011054783",6,4,2,2,1,1,2,4,6,6,6,4,2,1,1,1,2,3,6,6
"1129011069310",3,3,3,2,2,2,4,6,2,2,4,2,2,4,3,3,5,6,4,3
"1129012011820",4,6,6,5,3,2,2,2,2,4,4,5,6,6,3,2,1,1,2,2
"1129012066585",3,2,2,2,2,2,4,6,6,5,3,2,1,1,2,2,4,5,5,4
"1129014015957",3,6,4,3,3,2,2,3,3,2,3,6,6,2,2,2,3,3,3,3
"1129014063002",2,4,6,6,6,5,2,1,1,1,2,4,6,6,6,4,2,1,1,1
"1129015003487",1,2,2,4,6,6,6,4,2,2,2,1,2,3,6,6,5,4,2,1
"1129015010671",5,6,6,5,2,2,2,2,2,3,3,5,5,4,3,2,1,1,2,3
"1129015071799",2,2,2,1,3,5,5,5,5,4,2,2,2,2,3,4,5,6,5,6
"1129016054758",2,2,1,2,2,4,6,6,6,4,2,2,1,2,2,3,4,5,4,3
"1129018005237",1,2,3,4,4,4,3,3,2,1,2,3,4,6,6,6,4,3,2,2
"1129018078032",5,5,6,5,4,2,2,2,2,3,4,5,5,6,4,2,1,3,1,3
"1129019035165",5,3,2,1,1,1,1,1,1,2,3,3,4,5,6,6,6,6,6,6
"1129019039432",2,6,5,2,1,2,5,5,2,1,2,6,6,2,1,2,6,5,2,2
"1129019089821",1,2,2,4,5,5,5,5,3,2,2,2,3,4,5,6,4,3,2,4
"1129020046058",1,1,1,2,4,5,6,6,4,3,2,1,1,2,3,5,6,6,4,2
"1129023067066",5,6,6,5,3,2,2,1,2,3,5,6,5,3,2,2,2,1,2,3
"1129023081422",2,4,5,6,6,5,4,3,1,1,1,2,5,6,6,5,3,1,2,1
"1129023102208",5,2,1,1,2,3,4,5,5,3,3,2,1,1,2,2,5,6,6,6
"1129035049303",4,6,6,6,4,2,2,1,1,2,4,6,6,5,3,2,2,1,1,2
"1129037013762",3,2,4,5,5,6,6,6,5,5,4,2,2,1,1,2,2,3,3,4
"1129037020267",1,2,4,6,6,6,5,2,1,1,1,2,4,6,6,6,4,2,1,1
"1129038055949",3,2,1,1,2,4,4,6,6,4,2,2,1,1,2,4,6,6,6,5
"1129041055073",2,2,2,2,3,3,5,6,6,2,2,2,2,1,3,4,6,6,6,3
"1129042036356",2,3,4,5,5,6,5,3,2,1,2,4,4,5,5,5,4,1,3,2
"1129049007809",5,6,6,5,5,4,3,3,1,2,2,2,1,2,2,3,5,3,5,4
"1129055002461",2,1,1,1,1,1,1,2,3,4,5,5,6,6,6,6,6,6,5,3
"1129059002056",4,6,5,6,5,3,2,1,2,3,4,6,6,6,5,1,1,1,2,2
"1129064025765",1,4,1,1,1,2,1,4,4,4,5,6,6,6,5,5,3,4,1,2
"1129065031267",6,6,3,2,2,1,2,3,4,6,6,6,3,2,2,1,1,2,3,6
"1129066012204",2,4,6,6,6,3,2,1,1,1,2,2,5,6,5,3,3,1,1,2
"1129067022216",3,3,4,4,5,5,5,6,6,6,6,6,4,1,1,1,1,1,2,2
"1129068053878",4,4,4,6,6,3,2,2,3,2,2,2,4,5,5,6,4,1,2,2
"1129071000831",4,3,2,2,2,5,5,6,5,6,6,5,2,1,1,2,1,3,4,5
"1129072059485",6,5,6,4,4,2,1,2,1,1,5,6,6,5,3,2,1,2,3,4
"1129074020210",2,2,3,4,5,6,6,6,6,6,6,5,4,3,2,1,1,1,1,1
"1129075059648",6,4,3,3,3,3,3,3,3,2,3,4,2,3,2,2,3,3,4,6
"1129076010055",5,6,6,5,3,1,2,1,1,3,4,6,6,5,3,2,1,1,2,3
"1129076055293",2,5,6,5,6,5,2,4,5,2,2,2,3,3,2,3,2,3,4,4
"1129077032288",1,3,3,5,6,4,5,2,2,2,2,2,4,6,6,6,4,2,1,2
"1129078004288",6,4,2,1,1,1,2,4,5,6,6,5,3,2,1,1,2,4,5,6
"1129078049671",2,3,6,6,6,3,2,1,1,2,2,3,5,6,6,4,2,1,1,2
"1129079038106",1,1,2,4,5,6,6,4,2,2,1,1,2,3,6,6,6,5,3,1
"1129081034962",3,3,2,2,2,2,2,3,6,6,6,4,2,2,2,2,2,3,5,6
"1129081047374",6,5,3,3,1,2,2,3,5,5,6,4,4,2,2,2,1,2,2,6
"1129081081711",5,2,1,1,1,3,4,6,6,6,5,3,3,2,2,1,4,5,5,5
"1129082036947",5,3,2,3,3,3,2,2,2,6,6,2,2,3,3,3,3,3,5,5
"1129082061637",3,3,5,6,6,4,3,1,1,2,2,4,6,6,6,4,1,1,2,4
"1129082085835",2,2,2,1,2,4,6,6,5,3,2,1,2,2,3,4,5,6,6,5
"1129083093515",3,4,4,3,2,2,2,2,2,2,4,6,6,6,3,2,2,2,2,2
"1129084022964",2,1,2,2,5,6,6,5,3,2,1,1,2,2,4,6,6,6,4,2
"1129084040048",4,5,5,4,4,3,2,2,2,3,3,4,5,4,3,3,2,2,3,6
"1129084063564",1,1,3,4,6,5,3,2,2,2,2,2,4,6,6,6,5,3,1,1
"1129105095905",5,2,1,1,1,2,3,5,6,6,4,4,2,1,1,2,4,5,6,6
"1129106008797",4,5,2,1,1,2,2,5,6,6,4,2,2,1,1,2,4,5,6,6
"1129107058293",5,3,2,1,1,2,4,5,6,6,3,2,1,1,1,2,4,6,6,6
"1129107058397",1,2,4,4,4,3,4,5,5,4,3,3,6,6,6,5,2,1,1,2
"1129108047855",2,1,4,5,5,5,3,2,1,1,3,4,5,5,6,6,5,3,2,3
"1129108066614",1,1,1,2,4,5,6,6,4,1,2,1,2,2,5,6,6,6,5,1
"1129109009546",2,1,1,1,2,3,5,6,6,3,2,2,1,2,2,4,6,6,6,4
"1129109014517",2,1,1,1,1,1,3,4,3,5,5,5,5,5,6,6,6,5,3,2
"1129109043779",1,1,1,2,2,3,4,4,6,6,6,6,6,6,5,5,3,2,1,1
"1129110070998",1,3,1,2,4,5,6,5,4,3,1,1,1,2,4,6,6,6,4,3
"1129110080773",2,2,2,2,2,3,4,4,3,3,2,2,2,2,3,5,6,6,5,4
"1129111057578",6,3,2,1,1,2,3,5,6,6,6,3,2,1,1,1,2,5,6,6
"1132004065071",2,3,5,6,6,6,3,1,2,1,3,3,5,6,6,4,4,2,1,2
"1132005017717",4,4,5,5,5,5,4,3,2,2,3,5,5,5,4,4,3,3,1,1
"1132005071537",2,3,5,3,3,3,6,3,2,2,5,6,6,5,5,3,2,2,1,2
"1132008042026",2,2,2,2,2,3,4,6,6,3,3,2,3,2,3,2,3,3,3,3
"1132009043532",1,1,2,3,5,6,6,5,3,2,1,1,3,4,5,5,5,6,3,2
"1132010061786",2,2,3,3,4,4,4,3,2,2,2,2,2,3,5,6,6,4,3,2
"1132010066184",4,6,6,5,4,3,2,2,1,3,3,6,6,6,4,3,2,1,2,2
"1132011008734",6,4,6,5,6,5,3,4,4,4,2,5,1,1,2,2,3,2,1,4
"1132011028133",4,3,2,2,2,2,4,6,6,6,5,3,2,1,1,2,2,5,6,6
"1132011044612",3,6,6,6,6,4,2,1,1,1,2,3,5,5,4,3,2,2,2,2
"1132011064503",2,1,1,2,2,4,6,6,4,2,2,1,1,2,3,5,6,6,5,3
"1132012003988",6,5,3,1,1,1,1,3,6,6,5,4,2,2,2,1,2,3,5,6
"1132012036886",2,4,6,6,6,4,2,1,1,1,1,3,5,6,6,4,2,1,1,1
"1132013033681",2,2,2,2,2,3,5,6,6,4,2,2,2,1,2,2,5,6,6,3
"1132014042738",5,5,6,5,6,5,6,3,5,4,2,1,1,1,1,2,3,3,3,3
"1132014047540",6,6,6,5,2,2,1,1,2,3,5,6,6,4,2,1,1,1,2,3
"1132015005536",2,3,3,6,5,3,3,3,2,2,2,3,4,6,6,3,2,2,2,2
"1132015005631",2,1,2,5,5,6,6,4,3,2,1,2,3,4,5,6,5,4,3,2
"1132015023719",1,1,2,3,6,6,6,5,3,2,1,1,2,3,4,5,5,4,2,2
"1132015045823",2,1,1,1,2,4,6,6,5,3,2,1,1,2,3,5,6,6,5,3
"1132016022432",6,6,4,2,1,1,1,2,3,5,6,5,2,2,1,2,2,3,4,6
"1132016051020",2,3,5,4,6,5,3,2,1,1,2,3,6,6,6,6,3,2,1,1
"1132016054092",3,5,6,6,6,4,2,2,1,2,2,5,6,6,6,2,2,1,1,2
"1132016055767",6,6,6,5,2,2,1,1,3,5,6,6,6,4,1,1,1,2,2,5
"1132016061791",1,2,4,5,6,6,5,3,2,1,2,2,4,6,6,6,4,2,1,1
"1132017015644",1,1,1,2,5,6,6,5,3,2,1,1,2,2,4,6,6,5,3,2
"1132017044237",1,1,3,4,5,5,5,6,6,6,6,6,4,3,3,2,1,1,1,1
"1132017057398",1,1,1,3,5,5,4,3,2,1,2,2,3,5,6,6,6,3,2,2
"1132019010068",6,4,4,5,5,2,2,1,1,2,1,2,3,2,4,3,6,5,6,6
"1132019011687",2,3,6,6,6,6,4,2,2,1,2,2,4,5,6,6,4,1,1,1
"1132019026037",4,6,5,5,6,4,4,3,3,2,2,1,2,2,1,2,4,1,6,6
"1132019038019",2,2,2,3,3,6,6,3,3,3,3,3,3,2,2,6,6,3,2,2
"1132019058753",2,3,2,1,1,2,2,5,6,6,5,6,6,6,6,3,2,1,1,1
"1132019089373",2,2,1,2,3,4,6,6,6,3,2,1,1,2,3,5,6,6,6,3
"1132020030805",2,2,3,5,6,5,6,4,2,1,1,2,3,3,6,6,5,3,2,2
"1132021011564",1,1,2,4,5,6,6,4,2,1,1,1,2,3,5,6,6,5,3,1
"1132021074809",4,6,6,6,3,2,1,1,2,3,4,6,6,6,4,2,1,1,1,2
"1132022058159",5,4,5,5,5,4,3,3,2,3,3,5,5,5,1,2,1,2,5,3
"1132033034087",3,3,2,3,3,3,5,6,3,2,2,3,3,2,3,3,6,6,3,3
"1132033098674",1,2,2,3,5,6,6,4,2,2,2,2,2,4,6,6,6,3,2,1
"1132034006556",1,1,2,3,6,6,6,4,2,1,1,1,2,3,6,6,6,4,2,1
"1132034010178",6,6,6,3,1,1,1,2,3,5,6,6,5,4,2,2,1,1,3,5
"1132034023628",1,3,5,6,6,5,3,1,1,1,2,4,5,6,6,6,4,2,1,1
"1132034061811",2,2,2,2,4,6,6,6,5,3,1,1,1,1,3,4,6,6,4,2
"1132034073838",4,5,5,5,5,5,5,4,4,5,4,4,2,2,2,1,2,1,2,4
"1132034082995",4,3,2,2,2,2,2,4,5,2,3,1,2,2,2,3,5,6,6,5
"1132035016698",3,5,6,6,4,2,1,1,1,2,3,5,6,6,5,3,2,1,1,2
"1132035029652",2,2,2,2,2,2,2,6,6,4,2,2,2,3,3,2,2,3,6,6
